grupo_geografico,latitud,longitud,total_individuos,fecha,anio,mes,especie,reino,filo,clase,orden,familia,genero
160,-3.775712,-70.372133,1,2018-01-19,2018,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
161,-3.787537,-70.356155,1,2022-07-02,2022,7,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
162,-3.80819,-73.440095,1,2024-02-04,2024,2,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
163,-3.813462,-70.335104,1,2023-07-06,2023,7,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
164,-3.817,-73.322,1,2013-12-16,2013,12,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
165,-3.8207775,-70.346084,2,2022-04-04,2022,4,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
166,-3.8195275,-70.266056,3,2023-09-16,2023,9,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
167,-3.821078,-70.351377,1,2024-02-06,2024,2,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
168,-3.823236,-70.366172,1,2019-01-20,2019,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
169,-3.832438,-73.323837,1,2022-06-16,2022,6,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
170,-3.859318,-70.172118,1,2018-09-14,2018,9,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
171,-3.879893,-70.292609,1,2021-08-11,2021,8,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
172,-3.891955,-73.52996,1,2024-05-18,2024,5,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
173,-3.937042,-73.446693,1,2012-04-08,2012,4,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
174,-3.942731,-73.426873,1,2017-06-10,2017,6,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
175,-3.942731,-73.486273,4,2018-03-12,2018,3,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
176,-3.943878,-73.606522,1,2018-08-23,2018,8,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
177,-3.9552403333333337,-73.42034833333334,5,2017-06-01,2017,6,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
178,-3.966936,-73.42047309090908,14,2013-06-06,2013,6,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
179,-3.96795175,-73.43200025,11,2017-06-07,2017,6,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
180,-3.977012666666667,-73.42262566666666,3,2022-05-29,2022,5,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
181,-3.991838,-69.965639,1,2023-07-25,2023,7,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
182,-4.101612,-70.080086,2,2024-07-06,2024,7,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
183,-4.124032,-69.950809,1,2012-10-30,2012,10,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
184,-4.138317,-69.954437,1,2018-11-15,2018,11,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
185,-4.141871,-70.0590956,5,2016-11-14,2016,11,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
186,-4.142066,-73.4722795,2,2024-11-07,2024,11,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
187,-4.14388,-70.047388,1,2023-11-26,2023,11,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
188,-4.149340333333334,-69.935883,3,2023-09-02,2023,9,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
189,-4.256542,-73.504371,1,2002-04-05,2002,4,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
190,-4.360281,-73.166098,1,1999-01-25,1999,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
191,-5.89963,-76.23317,15,2019-02-11,2019,2,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
192,-6.606195,-76.213845,1,2023-10-28,2023,10,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
193,-8.834659,-75.062938,1,2020-08-19,2020,8,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
194,-8.9322,-74.7053,5,1968-01-02,1968,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
195,-9.314042,-75.994537,1,2025-02-01,2025,2,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
196,-9.6162755,-74.9339335,4,2022-09-23,2022,9,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
197,-10.39,-71.16,2,2013-01-15,2013,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
198,-11.169442,-74.640743,1,2019-11-01,2019,11,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
199,-11.87505,-71.407272,1,2025-02-03,2025,2,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
200,-11.984802,-71.23449,1,2023-01-10,2023,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
201,-12.047245,-69.67419100000001,2,2021-12-06,2021,12,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
202,-12.05225425,-69.53232325,4,2024-07-06,2024,7,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
203,-12.069995,-69.49375,1,2015-08-08,2015,8,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
204,-12.111859,-69.519301,1,2016-12-27,2016,12,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
205,-12.125478,-69.476456,1,2019-02-04,2019,2,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
206,-12.126187,-69.499568,1,2017-01-04,2017,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
207,-12.337951666666667,-70.717507,3,2022-08-23,2022,8,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
208,-12.355068,-70.706645,2,2017-11-10,2017,11,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
209,-12.420199,-71.087144,1,2023-07-02,2023,7,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
210,-12.423315,-69.27193,1,2017-02-14,2017,2,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
211,-12.424758,-69.295516,1,2017-02-13,2017,2,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
212,-12.429222,-70.704372,1,2024-11-13,2024,11,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
213,-12.433039,-70.683892,1,2017-10-09,2017,10,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
214,-12.439679,-70.601234,1,2022-01-04,2022,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
215,-12.507087,-68.975022,1,2025-01-06,2025,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
216,-12.52127,-71.239811,1,2024-11-12,2024,11,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
217,-12.522232666666667,-71.17896733333333,3,2024-11-12,2024,11,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
218,-12.5330385,-69.045819,2,2019-03-05,2019,3,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
219,-12.56751725,-70.09367449999999,4,2017-09-04,2017,9,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
220,-12.581482,-70.0818,1,2021-03-16,2021,3,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
221,-12.593157,-69.1751065,2,2020-12-24,2020,12,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
222,-12.602803,-69.325637,1,2019-01-10,2019,1,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
223,-12.641846,-71.240673,1,2021-12-30,2021,12,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
224,-12.652899333333332,-71.230847,3,2022-10-27,2022,10,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
225,-12.6659155,-71.26927599999999,2,2022-12-10,2022,12,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
226,-12.7873435,-71.3968625,2,2019-12-16,2019,12,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
227,-12.78933,-71.359251,1,2023-02-21,2023,2,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
228,-12.8004195,-71.4055405,2,2020-03-09,2020,3,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
229,-12.829371,-71.377091,1,2024-10-09,2024,10,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
230,-12.873503,-69.4889,1,2024-07-26,2024,7,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
231,-12.875403,-69.4696435,2,2023-08-16,2023,8,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
232,-12.894478,-71.404781,1,2023-09-04,2023,9,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
233,-12.985772,-69.511163,1,2023-09-07,2023,9,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
234,-13.139272,-69.61049,1,2019-09-10,2019,9,hahneli,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
0,7.47,-77.13,1,1947-11-06,1947,11,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
1,7.01667,-76.4,10,1982-09-09,1982,9,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
2,6.942,-76.334,4,1982-09-09,1982,9,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
3,6.726389,-76.529167,1,2016-06-04,2016,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
4,6.724068,-77.167031,417,1968-05-16,1968,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
5,6.719425,-76.564372,1,2016-01-25,2016,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
6,6.715519,-76.545211,1,2016-02-05,2016,2,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
7,6.26187,-77.3714,9,1992-05-07,1992,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
8,6.2193555,-77.40449100000001,2,1994-05-29,1994,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
9,6.11193,-77.425957,1,1994-05-30,1994,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
10,5.8443,-77.27773,2,2011-12-21,2011,12,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
11,5.764889,-77.192528,2,2021-07-02,2021,7,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
12,5.753889,-77.200556,2,2021-07-02,2021,7,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
13,5.73,-76.59,2,2006-06-29,2006,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
14,5.704722,-76.440278,4,2014-05-14,2014,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
15,5.704000000000001,-76.996167,4,2022-07-03,2022,7,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
16,5.688684,-76.658942,10,2004-01-01,2004,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
17,5.679167,-76.563056,2,2016-07-15,2016,7,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
18,5.62632,-76.74824,4,2011-11-16,2011,11,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
19,5.527222,-76.555833,4,2016-06-28,2016,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
20,5.496504,-76.066636,1,2021-08-15,2021,8,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
21,5.416667,-76.065241,1,2014-05-23,2014,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
22,5.41006,-76.0417,3,1992-06-01,1992,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
23,5.390234,-76.038918,1,2022-04-29,2022,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
24,5.389159,-76.09579,1,2023-06-28,2023,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
25,5.384599,-76.137529,1,2022-04-29,2022,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
26,5.37869,-76.0837,5,1991-09-24,1991,9,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
27,5.375921,-76.018351,1,2018-07-20,2018,7,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
28,5.374514,-76.151234,1,2022-04-01,2022,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
29,5.37204,-76.142,4,1991-10-25,1991,10,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
30,5.369775,-76.000357,1,2016-02-22,2016,2,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
31,5.360278,-76.645833,1,2005-11-01,2005,11,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
32,5.357172,-76.085559,1,2023-06-09,2023,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
33,5.35646,-76.158886,1,2021-08-31,2021,8,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
34,5.3526905,-76.1158475,13,1974-01-18,1974,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
35,5.352188,-76.193775,1,2024-08-21,2024,8,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
36,5.347366,-76.002412,1,2023-03-14,2023,3,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
37,5.34489,-76.1428,7,1974-01-18,1974,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
38,5.34358,-76.63516,1,2005-05-01,2005,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
39,5.333714,-76.190711,1,2021-03-17,2021,3,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
40,5.329444,-76.6275,4,2016-09-12,2016,9,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
41,5.326667,-76.444722,4,2011-11-17,2011,11,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
42,5.3230555,-76.616389,7,2016-05-27,2016,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
43,5.321106,-76.119992,1,2023-09-11,2023,9,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
44,5.313595,-76.128231,1,2021-08-07,2021,8,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
45,5.311452,-76.018168,1,2019-01-10,2019,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
46,5.299282,-76.102198,1,2021-10-16,2021,10,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
47,5.292232,-76.114364,1,2022-04-29,2022,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
48,5.28931,-76.021574,1,2022-04-03,2022,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
49,5.285488,-76.039915,1,2022-04-29,2022,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
50,5.275,-76.5125,39,1962-04-21,1962,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
51,5.269444,-76.216667,2,2009-06-08,2009,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
52,5.257502,-76.056324,1,2022-04-29,2022,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
53,5.245288,-76.169862,1,2020-01-09,2020,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
54,5.244052,-76.188058,1,2024-03-10,2024,3,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
55,5.241362,-76.144112,1,2021-03-17,2021,3,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
56,5.23291,-76.116631,1,2021-05-17,2021,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
57,5.232148,-76.074126,1,2020-07-13,2020,7,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
58,5.224096,-76.159189,1,2021-04-01,2021,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
59,5.200085,-76.578941,2,1992-10-02,1992,10,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
60,5.169334,-76.675835,1,1992-09-25,1992,9,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
61,5.161041,-76.687497,5,1992-09-27,1992,9,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
62,5.12,-76.87,5,1959-12-03,1959,12,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
63,4.98772,-76.80528,4,2005-10-05,2005,10,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
64,4.815767,-76.371393,1,2020-09-02,2020,9,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
65,4.71056,-75.64778,2,1965-10-06,1965,10,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
66,4.553883,-77.004317,130,1969-01-02,1969,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
68,3.929808,-76.668525,1,2016-11-26,2016,11,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
69,3.88826,-76.60365,2,1982-08-22,1982,8,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
70,3.8443,-76.7902,1,2014-03-28,2014,3,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
71,3.78,-76.725556,36,1996-02-17,1996,2,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
72,3.623025,-76.909561,2,1995-11-08,1995,11,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
73,3.613741,-76.91095,8,1989-10-28,1989,10,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
74,3.583055,-76.599722,1,1990-11-03,1990,11,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
75,3.45984,-77.1883,1,1983-08-28,1983,8,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
76,3.457383,-77.171272,5,1983-08-08,1983,8,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
77,1.748617,-77.505133,23,1953-11-18,1953,11,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
79,1.5,-78.0,1,1968-11-21,1968,11,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
82,1.05861,-78.7714,2,1958-12-04,1958,12,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
83,0.9085417499999999,-78.615475,13,1958-12-01,1958,12,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
85,0.83333,-79.25,2,1977-06-23,1977,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
86,0.7833,-78.9833,3,1989-04-09,1989,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
87,0.75,-78.9,2,1977-06-21,1977,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
88,0.7459957142857142,-78.92396857142856,13,1977-06-18,1977,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
90,0.28528,-79.31222,2,1982-01-04,1982,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
91,0.00066,-79.2531,2,1954-06-24,1954,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
92,-0.00525,-79.39085,11,1958-12-23,1958,12,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
93,0.0,-79.3689,2,1954-06-26,1954,6,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
94,0.0,-79.4,6,1990-04-03,1990,4,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
96,-0.23608,-79.1641,1,1979-01-11,1979,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
97,-0.240278,-79.3342,6,1959-05-10,1959,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
98,-0.25,-79.15,15,1955-11-23,1929,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
99,-0.258611,-79.1336,1,1979-02-01,1979,2,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
100,-0.268056,-79.1025,20,1959-05-09,1959,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
103,-0.3446,-79.13712,4,1971-07-02,1971,7,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
105,-0.4576,-79.27585,1,1986-05-12,1986,5,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
106,-0.55,-79.36689799999999,36,1978-01-16,1978,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
107,-0.596667,-79.2331,1,1979-09-29,1979,9,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
108,-0.6280401999999999,-79.2701,21,1979-01-27,1979,1,histrionica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
0,0.792703,-80.010446,1,2010-09-02,2010,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
1,0.3558325,-79.7033325,17,2000-07-15,2000,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
2,0.3469444,-79.71111,4,2000-01-10,2000,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
3,0.32699,-79.88414,1,2017-08-10,2017,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
4,-0.081952,-79.69392,1,1989-12-31,1989,12,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
5,-0.11541616666666667,-80.12393,12,2017-03-27,2017,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
6,-0.25,-79.15,6,1983-10-01,1983,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
7,-0.2609,-78.84803,4,1976-08-07,1976,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
8,-0.29571114285714284,-79.06002,11,1979-02-18,1979,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
9,-0.333246,-79.730742,1,2020-03-28,2020,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
10,-0.3387,-78.89163,3,1974-08-19,1974,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
11,-0.365278,-79.028889,5,1950-09-03,1950,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
12,-0.4198,-78.80113,40,1983-06-01,1983,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
13,-0.43333,-78.96667,2,1983-04-01,1983,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
14,-0.449,-79.27805,1,1986-03-04,1986,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
15,-0.55,-79.3666835,5,1977-10-30,1977,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
16,-0.57469,-79.35913,2,2012-06-01,2012,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
17,-0.6031,-79.3267,1,1979-01-05,1979,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
18,-0.613056,-79.3128,7,1979-01-05,1979,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
19,-0.6278113333333333,-79.26995,3,1979-01-05,1979,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
20,-0.8803885,-79.0841615,5,2008-11-27,2008,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
21,-0.914,-80.045,1,2011-06-19,2011,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
22,-0.94147,-79.21584,1,2008-11-29,2008,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
23,-0.98333,-79.1116,3,1959-01-20,1959,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
24,-1.0097,-79.23769,5,2007-08-16,2007,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
25,-1.03722,-80.3156,1,1965-10-18,1965,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
26,-1.04694,-79.9331,1,1965-10-18,1965,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
27,-1.065,-79.9825,3,1965-10-18,1965,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
28,-1.07401,-80.80341,29,1976-08-04,1976,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
