grupo_geografico,latitud,longitud,total_individuos,fecha,anio,mes,especie,reino,filo,clase,orden,familia,genero
29,-1.082315,-80.270253,2,2021-03-15,2021,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
30,-1.12764,-79.16138,2,2024-06-03,2024,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
31,-1.1362450000000002,-79.1791825,37,2017-08-21,2017,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
32,-1.14685525,-79.1516725,47,2002-09-18,2002,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
33,-1.15,-79.2667,20,1979-10-14,1979,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
34,-1.15312,-79.19527,2,2018-08-01,2018,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
35,-1.16633,-79.13071,4,2017-08-17,2017,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
36,-1.16667,-79.25,21,1979-11-13,1979,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
37,-1.1756525,-79.13780333333334,24,2018-08-03,2018,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
38,-1.18999,-79.16992,1,2017-08-20,2017,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
39,-1.240527778,-79.66835556,1,1991-07-01,1991,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
40,-1.2598887777777776,-80.73911000000001,60,1996-06-23,1996,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
41,-1.331299,-80.68963,5,2003-03-17,2003,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
42,-1.333,-79.583,1,1991-07-06,1991,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
43,-1.3385200000000002,-80.662195,25,2003-03-17,2003,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
44,-1.3486793333333333,-80.73436,8,1996-08-30,1996,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
45,-1.3500000000000003,-80.652,10,1997-09-10,1997,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
46,-1.455,-80.552,5,1994-04-02,1994,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
47,-1.51444,-80.5369,9,1965-10-11,1965,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
48,-1.54101,-77.94061,6,1976-07-23,1976,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
49,-1.583466667,-80.69237222,8,1991-01-01,1991,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
50,-1.589859,-80.757835,1,2021-03-15,2021,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
51,-1.604572,-80.791823,1,2017-04-27,2017,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
52,-1.609209,-79.434298,1,2020-09-17,2020,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
53,-1.621362,-80.82572,3,1991-09-05,1991,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
54,-1.63442,-80.905478,1,2020-01-04,2020,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
55,-1.658318,-80.683343,1,2017-04-27,2017,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
56,-1.6737164,-80.809662,26,2003-01-20,2003,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
57,-1.678655,-80.851084,1,2020-01-04,2020,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
58,-1.681729,-80.80222,3,1993-09-03,1993,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
59,-1.686793,-79.586013,1,2020-09-17,2020,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
60,-1.70453,-80.7943,2,2003-03-18,2003,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
61,-1.751685,-80.802396,1,2020-01-04,2020,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
62,-1.76261,-80.617774,1,2017-04-24,2017,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
63,-1.7673397112,-79.18288553400001,18,1970-07-19,1970,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
64,-1.777017,-79.399071,1,2016-11-28,2016,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
65,-1.78036,-79.16042,15,2018-05-16,2018,5,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
66,-1.796513,-80.709524,1,2017-04-24,2017,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
67,-1.8,-79.15,8,1971-07-13,1971,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
68,-1.8326463636363635,-80.61227181818181,32,2017-11-14,2017,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
69,-1.830062,-80.631264,2,2024-03-11,2024,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
70,-1.877593,-80.649058,1,2024-03-05,2024,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
71,-1.91344,-80.676906,1,2008-06-12,2008,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
72,-1.94181,-79.17176,24,2018-07-17,2018,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
73,-1.95659,-79.21147,1,2024-05-27,2024,5,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
74,-1.95872,-79.23138,1,2018-07-20,2018,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
75,-1.967745,-80.64796,6,2005-02-19,2005,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
76,-1.999405556,-78.95701667,2,1986-09-01,1986,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
77,-2.002224,-80.137591,1,2023-06-08,2023,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
78,-2.006443,-79.831152,1,2023-04-30,2023,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
79,-2.010596,-79.810471,1,2020-02-06,2020,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
80,-2.011930556,-78.95650833,12,1986-09-01,1986,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
81,-2.01667,-78.9667,4,1959-02-14,1959,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
82,-2.058729,-80.136243,1,2020-11-28,2020,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
83,-2.070894,-79.842197,1,2023-04-28,2023,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
84,-2.11113,-80.160002,1,2020-05-16,2020,5,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
85,-2.111666,-80.052444,1,2021-05-29,2021,5,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
86,-2.124488,-80.180328,1,2020-05-16,2020,5,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
87,-2.128969,-79.809698,1,2019-04-26,2019,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
88,-2.144192007,-80.08290608,1,2022-07-22,2022,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
89,-2.1515969999999998,-79.12606,8,2009-04-24,2009,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
90,-2.1509475595,-79.977981755,2,2022-03-14,2022,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
91,-2.165343,-79.976889,2,2019-04-11,2019,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
92,-2.167,-79.04599,6,1964-03-04,1964,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
93,-2.1689944445,-80.03169861,12,1991-07-15,1991,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
94,-2.176526,-80.0209757142857,15,2008-05-01,2008,5,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
95,-2.187994,-79.09431,1,2009-04-24,2009,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
96,-2.266667,-79.083336,1,1958-02-06,1958,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
97,-2.2833465,-79.10519550000001,2,2023-10-17,2023,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
98,-2.283333,-80.05,1,1991-11-23,1991,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
99,-2.303831,-79.131376,1,2024-02-29,2024,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
100,-2.332613233,-79.21105041,1,2022-10-12,2022,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
101,-2.349918,-79.181841,1,2023-10-17,2023,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
102,-2.3972112500000002,-79.63079125,61,2002-02-21,2002,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
103,-2.3973597142857144,-79.64455,19,2002-02-20,2002,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
104,-2.400971,-79.658085,1,2019-04-11,2019,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
105,-2.4140772,-79.64889409999999,80,2018-02-19,2018,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
106,-2.416239,-79.757716,1,2020-01-09,2020,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
107,-2.42411,-79.64918,12,2019-08-21,2019,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
108,-2.4333125,-79.584285,13,2018-02-22,2018,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
109,-2.536505,-79.690479,1,2020-12-27,2020,12,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
110,-2.61195,-79.43374,14,2013-06-14,2013,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
111,-2.63368,-79.46125,2,2010-10-15,2010,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
112,-2.685349,-79.43824666666667,13,1990-04-08,1990,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
113,-2.688333,-79.41,1,1990-04-09,1990,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
114,-2.6887499999999998,-79.476528,9,1990-04-08,1990,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
115,-2.699994,-79.50446,2,1991-01-01,1991,1,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
116,-2.723147222,-79.619125,17,1992-09-01,1992,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
117,-2.723656,-79.744797,1,2020-07-31,2020,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
118,-2.736057,-79.62480866666667,3,2018-02-24,2018,2,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
119,-3.051647222,-79.71741944,1,2007-03-01,2007,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
120,-3.059592,-79.741918,1,2009-12-10,2009,12,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
121,-3.064394444,-79.70500556,3,2007-08-01,2007,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
122,-3.144476,-79.732584,1,2015-11-06,2015,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
123,-3.282702857142857,-79.45725714285713,27,2018-03-20,2018,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
124,-3.285,-79.3492,4,1959-03-01,1959,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
125,-3.29757,-79.46731,1,2018-03-20,2018,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
126,-3.3043,-79.61331,5,2009-09-04,2009,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
127,-3.308056,-79.414444,3,1971-06-11,1971,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
128,-3.314306,-79.58069,1,2005-09-02,2005,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
129,-3.346228,-79.572533,1,2021-11-22,2021,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
130,-3.34791,-79.851705,1,2020-06-24,2020,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
131,-3.401624,-79.761834,1,2018-11-20,2018,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
132,-3.440896,-79.788086,1,2018-11-09,2018,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
133,-3.49527,-79.80526,2,2007-07-18,2007,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
134,-3.50194,-79.81722,2,2007-07-20,2007,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
135,-3.514299,-79.70583,1,2008-11-27,2008,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
136,-3.604203,-79.725952,1,2006-06-23,2006,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
137,-3.611553,-79.786237,1,2025-03-10,2025,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
138,-3.623119444,-79.64965556,4,2004-05-01,2004,5,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
139,-3.627456,-79.780701,1,2024-07-21,2024,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
140,-3.637897,-79.747607,1,2023-10-16,2023,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
141,-3.650323611,-79.75871666500001,5,2014-07-29,2014,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
142,-3.6537509999999997,-79.8097055,10,1979-10-20,1979,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
143,-3.65444,-79.7864,20,1979-10-20,1979,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
144,-3.655556,-79.826667,15,1971-07-16,1971,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
145,-3.6581848,-79.7712648,19,2014-08-06,2014,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
146,-3.65889,-79.7525,20,1979-10-08,1979,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
147,-3.6644372499999998,-79.74147725,9,2001-09-30,2001,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
148,-3.678611,-79.68,2,1992-03-27,1992,3,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
149,-3.68332,-79.74191,1,2009-11-29,2009,11,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
150,-3.696111,-79.660278,6,1971-07-16,1971,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
151,-3.701101,-79.745341,1,2020-07-15,2020,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
152,-3.702458,-79.85782,3,2000-10-27,2000,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
153,-3.704599,-79.695807,1,2006-06-23,2006,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
154,-3.71475,-79.85782,3,2000-10-27,2000,10,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
155,-3.734929,-79.782928,1,2024-08-10,2024,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
156,-3.7646129999999998,-79.822665,16,2007-06-08,2007,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
157,-3.985467,-80.13817,2,2015-06-15,2015,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
158,-4.0,-79.2166835,10,1968-06-11,1968,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
159,-4.00422,-80.18142,4,2008-12-28,2008,12,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
160,-4.010089,-79.958005,2,2015-07-20,2015,7,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
161,-4.05342,-79.96898,10,1965-08-22,1965,8,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
162,-4.119166,-80.40594,1,2001-04-27,2001,4,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
163,-4.2,-80.1333,5,1985-09-18,1985,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
164,-4.36667,-80.235,1,1987-06-22,1987,6,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
165,-5.3439,-78.7947,2,1916-09-01,1916,9,infraguttatus,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
0,0.836304,-78.05196,2,1989-06-10,1989,6,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
1,0.39116,-77.86088,1,1989-06-04,1989,6,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
2,0.289244,-78.701585,3,1934-05-10,1934,5,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
3,0.1167,-79.2667,1,1987-10-24,1987,10,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
4,0.033333,-78.348591,2,1962-08-12,1962,8,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
5,-0.204991667,-78.52979444,4,1981-10-01,1981,10,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
6,-0.21668333350000002,-78.5,21,1983-03-01,1983,3,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
7,-0.224215,-78.97454,1,1989-07-03,1989,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
8,-0.225278,-78.343056,1,1980-06-19,1980,6,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
9,-0.243333333,-78.58666667,4,1983-03-01,1983,3,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
10,-0.244049,-78.52193,3,1962-07-27,1962,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
11,-0.255,-78.696667,3,1984-10-12,1984,10,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
12,-0.266666,-78.73333,1,1989-05-28,1989,5,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
13,-0.27412250000000005,-78.614134,6,1962-08-10,1962,8,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
14,-0.28,-78.68,2,1984-10-12,1984,10,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
15,-0.288889,-78.673333,8,1978-01-02,1978,1,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
16,-0.299119444,-78.63842222,1,1984-10-01,1984,10,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
17,-0.306752,-78.623615,1,1989-05-16,1989,5,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
18,-0.3191525,-78.53698,8,1979-01-01,1979,1,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
19,-0.31693,-78.6093,1,1977-07-07,1977,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
20,-0.378,-78.34999,1,2013-03-31,2013,3,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
21,-0.41082916666666663,-78.407425,21,2015-10-15,2015,10,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
22,-0.433333,-78.683333,5,1967-03-28,1967,3,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
23,-0.43978,-78.412235,18,2007-12-05,2007,12,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
24,-0.465,-78.48,2,1979-10-09,1979,10,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
25,-0.46667,-78.4396,2,1967-07-14,1967,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
26,-0.4667,-78.6667,19,1968-03-02,1968,3,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
27,-0.468889,-78.624722,2,1967-03-28,1967,3,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
28,-0.474722,-78.641667,2,1967-03-28,1967,3,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
29,-0.5038366665,-78.56635944499999,5,1974-07-01,1974,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
30,-0.9333329999999999,-78.98333,49,1970-07-04,1970,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
31,-0.94815,-78.98963,3,1981-07-24,1981,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
32,-0.95,-78.916667,14,1971-07-08,1971,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
33,-0.95,-78.9,1,1971-07-08,1971,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
34,-0.966667,-78.983333,8,1970-07-07,1970,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
35,-0.983333,-78.966667,20,1970-07-07,1970,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
36,-0.983333,-78.95,7,1970-07-07,1970,7,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
37,-1.617624862,-78.87498577,1,1986-12-01,1986,12,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
38,-1.711125,-78.9785375,64,1990-01-04,1990,1,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
39,-1.8,-79.05,2,1978-01-09,1978,1,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
40,-1.833329,-79.15,1,1986-12-01,1986,12,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
41,-1.96667,-78.9667,27,1959-02-14,1959,2,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
42,-1.970116667,-78.9454,2,1987-01-01,1987,1,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
43,-2.686874,-79.44133,1,1990-04-08,1990,4,jacobuspetersi,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
0,1.0427299,-78.62449,1,1997-09-17,1997,9,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
1,0.666761111,-80.00151667,1,2009-07-01,2009,7,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
2,0.2333333,-78.83333,1,2000-08-14,2000,8,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
3,0.22492,-79.88627,21,2017-08-09,2017,8,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
4,0.07018495,-80.048825,6,2008-05-17,2008,5,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
5,0.0532899,-79.97472,24,2017-08-08,2017,8,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
6,0.007578566666666666,-80.08256999999999,6,2003-02-13,2003,2,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
7,-0.001499,-79.89421,12,1989-12-31,1989,12,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
8,-0.019951200000000002,-80.06978,36,2002-02-15,2002,2,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
9,-0.033498,-80.06545,10,2012-06-30,2012,6,machalilla,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
